#Number	Time
3323	0.000001
3329	0.000002
3331	0.000001
3343	0.000002
3347	0.000002
3359	0.000002
3361	0.000002
3371	0.000002
3373	0.000001
3389	0.000001
3391	0.000001
3407	0.000001
3413	0.000002
3433	0.000001
3449	0.000002
3457	0.000001
3461	0.000002
3463	0.000001
3467	0.000002
3469	0.000001
3491	0.000001
3499	0.000002
3511	0.000001
3517	0.000002
3527	0.000002
3529	0.000001
3533	0.000002
3539	0.000002
3541	0.000002
3547	0.000001
3557	0.000002
3559	0.000002
3571	0.000001
3581	0.000001
3583	0.000002
3593	0.000002
3607	0.000002
3613	0.000001
3617	0.000001
3623	0.000002
3631	0.000002
3637	0.000001
3643	0.000002
3659	0.000002
3671	0.000001
3673	0.000001
3677	0.000001
3691	0.000002
3697	0.000001
3701	0.000002
3709	0.000002
3719	0.000002
3727	0.000001
3733	0.000002
3739	0.000002
3761	0.000001
3767	0.000002
3769	0.000001
3779	0.000001
3793	0.000001
3797	0.000001
3803	0.000002
3821	0.000001
3823	0.000002
3833	0.000002
3847	0.000002
3851	0.000002
3853	0.000002
3863	0.000001
3877	0.000002
3881	0.000002
3889	0.000001
3907	0.000001
3911	0.000001
3917	0.000001
3919	0.000001
3923	0.000001
3929	0.000002
3931	0.000001
3943	0.000002
3947	0.000002
3967	0.000002
3989	0.000002
4001	0.000002
4003	0.000002
4007	0.000002
4013	0.000002
4019	0.000002
4021	0.000002
4027	0.000001
4049	0.000001
4051	0.000002
4057	0.000001
4073	0.000001
4079	0.000002
4091	0.000001
4093	0.000002
4099	0.000002
4111	0.000002
4127	0.000002
4129	0.000002
4133	0.000002
4139	0.000001
4153	0.000002
4157	0.000002
4159	0.000002
4177	0.000001
4201	0.000001
4211	0.000002
4217	0.000001
4219	0.000002
4229	0.000002
4231	0.000002
4241	0.000001
4243	0.000002
4253	0.000001
4259	0.000002
4261	0.000002
4271	0.000002
4273	0.000001
4283	0.000002
4289	0.000001
4297	0.000002
4327	0.000002
4337	0.000002
4339	0.000001
4349	0.000001
4357	0.000001
4363	0.000002
4373	0.000002
4391	0.000002
4397	0.000002
4409	0.000002
4421	0.000002
4423	0.000001
4441	0.000002
4447	0.000002
4451	0.000002
4457	0.000002
4463	0.000001
4481	0.000002
4483	0.000002
4493	0.000002
4507	0.000001
4513	0.000001
4517	0.000001
4519	0.000002
4523	0.000002
4547	0.000002
4549	0.000002
4561	0.000001
4567	0.000002
4583	0.000001
4591	0.000002
4597	0.000002
4603	0.000001
4621	0.000002
4637	0.000002
4639	0.000001
4643	0.000002
4649	0.000001
4651	0.000002
4657	0.000002
4663	0.000001
4673	0.000002
4679	0.000002
4691	0.000002
4703	0.000002
4721	0.000002
4723	0.000001
4729	0.000002
4733	0.000002
4751	0.000002
4759	0.000002
4783	0.000002
4787	0.000002
4789	0.000002
4793	0.000001
4799	0.000002
4801	0.000002
4813	0.000002
4817	0.000002
4831	0.000002
4861	0.000002
4871	0.000001
4877	0.000001
4889	0.000002
4903	0.000002
4909	0.000002
4919	0.000001
4931	0.000002
4933	0.000002
4937	0.000002
4943	0.000002
4951	0.000002
4957	0.000001
4967	0.000002
4969	0.000002
4973	0.000002
4987	0.000002
4993	0.000002
4999	0.000002
5003	0.000002
5009	0.000002
5011	0.000001
5021	0.000002
5023	0.000002
5039	0.000002
5051	0.000001
5059	0.000002
5077	0.000002
5081	0.000002
5087	0.000002
5099	0.000002
5101	0.000002
5107	0.000002
5113	0.000001
5119	0.000001
5147	0.000002
5153	0.000002
5167	0.000002
5171	0.000001
5179	0.000002
5189	0.000002
5197	0.000002
5209	0.000002
5227	0.000002
5231	0.000002
5233	0.000002
5237	0.000002
5261	0.000002
5273	0.000002
5279	0.000002
5281	0.000002
5297	0.000002
5303	0.000002
5309	0.000002
5323	0.000002
5333	0.000001
5347	0.000002
5351	0.000002
5381	0.000001
5387	0.000002
5393	0.000002
5399	0.000002
5407	0.000002
5413	0.000002
5417	0.000002
5419	0.000002
5431	0.000002
5437	0.000002
5441	0.000002
5443	0.000002
5449	0.000002
5471	0.000002
5477	0.000002
5479	0.000002
5483	0.000001
5501	0.000002
5503	0.000002
5507	0.000002
5519	0.000002
5521	0.000002
5527	0.000002
5531	0.000002
5557	0.000002
5563	0.000002
5569	0.000002
5573	0.000001
5581	0.000002
5591	0.000002
5623	0.000002
5639	0.000002
5641	0.000002
5647	0.000002
5651	0.000002
5653	0.000002
5657	0.000002
5659	0.000002
5669	0.000002
5683	0.000002
5689	0.000002
5693	0.000002
5701	0.000002
5711	0.000002
5717	0.000002
5737	0.000002
5741	0.000002
5743	0.000001
5749	0.000002
5779	0.000002
5783	0.000002
5791	0.000002
5801	0.000002
5807	0.000002
5813	0.000002
5821	0.000002
5827	0.000002
5839	0.000002
5843	0.000002
5849	0.000002
5851	0.000002
5857	0.000002
5861	0.000002
5867	0.000002
5869	0.000001
5879	0.000002
5881	0.000001
5897	0.000002
5903	0.000002
5923	0.000002
5927	0.000002
5939	0.000002
5953	0.000002
5981	0.000002
5987	0.000002
6007	0.000002
6011	0.000002
6029	0.000002
6037	0.000002
6043	0.000002
6047	0.000002
6053	0.000002
6067	0.000002
6073	0.000002
6079	0.000002
6089	0.000002
6091	0.000002
6101	0.000002
6113	0.000002
6121	0.000002
6131	0.000002
6133	0.000002
6143	0.000002
6151	0.000002
6163	0.000002
6173	0.000002
6197	0.000002
6199	0.000002
6203	0.000002
6211	0.000002
6217	0.000002
6221	0.000001
6229	0.000002
6247	0.000002
6257	0.000002
6263	0.000002
6269	0.000002
6271	0.000002
6277	0.000002
6287	0.000002
6299	0.000002
6301	0.000002
6311	0.000002
6317	0.000002
6323	0.000002
6329	0.000002
6337	0.000002
6343	0.000002
6353	0.000003
6359	0.000002
6361	0.000002
6367	0.000002
6373	0.000002
6379	0.000002
6389	0.000002
6397	0.000002
6421	0.000002
6427	0.000002
6449	0.000002
6451	0.000002
6469	0.000002
6473	0.000002
6481	0.000002
6491	0.000002
6521	0.000002
6529	0.000002
6547	0.000002
6551	0.000002
6553	0.000002
6563	0.000002
6569	0.000002
6571	0.000002
6577	0.000002
6581	0.000002
6599	0.000002
6607	0.000002
6619	0.000002
6637	0.000002
6653	0.000002
6659	0.000002
6661	0.000002
6673	0.000002
6679	0.000002
6689	0.000002
6691	0.000002
6701	0.000002
6703	0.000002
6709	0.000002
6719	0.000002
6733	0.000003
6737	0.000002
6761	0.000002
6763	0.000002
6779	0.000002
6781	0.000002
6791	0.000002
6793	0.000002
6803	0.000002
6823	0.000002
6827	0.000002
6829	0.000002
6833	0.000002
6841	0.000003
6857	0.000002
6863	0.000002
6869	0.000002
6871	0.000002
6883	0.000002
6899	0.000002
6907	0.000002
6911	0.000002
6917	0.000002
6947	0.000002
6949	0.000002
6959	0.000002
6961	0.000002
6967	0.000002
6971	0.000002
6977	0.000002
6983	0.000002
6991	0.000002
6997	0.000002
7001	0.000002
7013	0.000002
7019	0.000002
7027	0.000002
7039	0.000002
7043	0.000002
7057	0.000002
7069	0.000002
7079	0.000002
7103	0.000002
7109	0.000002
7121	0.000002
7127	0.000002
7129	0.000002
7151	0.000002
7159	0.000003
7177	0.000002
7187	0.000002
7193	0.000002
7207	0.000002
7211	0.000002
7213	0.000002
7219	0.000002
7229	0.000002
7237	0.000003
7243	0.000002
7247	0.000002
7253	0.000002
7283	0.000002
7297	0.000002
7307	0.000002
7309	0.000002
7321	0.000002
7331	0.000002
7333	0.000002
7349	0.000002
7351	0.000002
7369	0.000002
7393	0.000002
7411	0.000002
7417	0.000003
7433	0.000002
7451	0.000002
7457	0.000002
7459	0.000002
7477	0.000002
7481	0.000002
7487	0.000002
7489	0.000002
7499	0.000002
7507	0.000002
7517	0.000002
7523	0.000002
7529	0.000002
7537	0.000002
7541	0.000002
7547	0.000002
7549	0.000003
7559	0.000002
7561	0.000002
7573	0.000002
7577	0.000002
7583	0.000002
7589	0.000002
7591	0.000002
7603	0.000002
7607	0.000002
7621	0.000002
7639	0.000002
7643	0.000002
7649	0.000002
7669	0.000002
7673	0.000003
7681	0.000003
7687	0.000002
7691	0.000002
7699	0.000002
7703	0.000002
7717	0.000002
7723	0.000002
7727	0.000002
7741	0.000002
7753	0.000002
7757	0.000002
7759	0.000002
7789	0.000002
7793	0.000002
7817	0.000002
7823	0.000002
7829	0.000002
7841	0.000003
7853	0.000002
7867	0.000002
7873	0.000002
7877	0.000003
7879	0.000002
7883	0.000002
7901	0.000003
7907	0.000002
7919	0.000002
7927	0.000002
7933	0.000002
7937	0.000002
7949	0.000002
7951	0.000002
7963	0.000002
7993	0.000002
8009	0.000002
8011	0.000002
8017	0.000002
8039	0.000002
8053	0.000003
8059	0.000002
8069	0.000003
8081	0.000003
8087	0.000002
8089	0.000002
8093	0.000002
8101	0.000002
8111	0.000002
8117	0.000002
8123	0.000002
8147	0.000002
8161	0.000002
8167	0.000003
8171	0.000002
8179	0.000003
8191	0.000002
8209	0.000003
8219	0.000002
8221	0.000002
8231	0.000002
8233	0.000003
8237	0.000002
8243	0.000002
8263	0.000002
8269	0.000002
8273	0.000002
8287	0.000002
8291	0.000002
8293	0.000003
8297	0.000002
8311	0.000003
8317	0.000002
8329	0.000003
8353	0.000002
8363	0.000002
8369	0.000003
8377	0.000002
8387	0.000002
8389	0.000002
8419	0.000003
8423	0.000002
8429	0.000002
8431	0.000002
8443	0.000002
8447	0.000002
8461	0.000003
8467	0.000002
8501	0.000002
8513	0.000003
8521	0.000003
8527	0.000002
8537	0.000002
8539	0.000002
8543	0.000002
8563	0.000002
8573	0.000002
8581	0.000002
8597	0.000002
8599	0.000002
8609	0.000002
8623	0.000003
8627	0.000002
8629	0.000002
8641	0.000002
8647	0.000002
8663	0.000002
8669	0.000003
8677	0.000002
8681	0.000002
8689	0.000003
8693	0.000002
8699	0.000003
8707	0.000003
8713	0.000003
8719	0.000002
8731	0.000002
8737	0.000002
8741	0.000003
8747	0.000002
8753	0.000003
8761	0.000002
8779	0.000003
8783	0.000002
8803	0.000002
8807	0.000003
8819	0.000003
8821	0.000003
8831	0.000002
8837	0.000002
8839	0.000003
8849	0.000002
8861	0.000002
8863	0.000002
8867	0.000002
8887	0.000002
8893	0.000002
8923	0.000002
8929	0.000002
8933	0.000002
8941	0.000002
8951	0.000003
8963	0.000003
8969	0.000002
8971	0.000002
8999	0.000002
9001	0.000002
9007	0.000003
9011	0.000002
9013	0.000002
9029	0.000003
9041	0.000003
9043	0.000002
9049	0.000003
9059	0.000002
9067	0.000003
9091	0.000002
9103	0.000002
9109	0.000003
9127	0.000003
9133	0.000002
9137	0.000002
9151	0.000002
9157	0.000003
9161	0.000002
9173	0.000003
9181	0.000002
9187	0.000002
9199	0.000002
9203	0.000002
9209	0.000002
9221	0.000002
9227	0.000002
9239	0.000003
9241	0.000003
9257	0.000002
9277	0.000002
9281	0.000003
9283	0.000003
9293	0.000002
9311	0.000002
9319	0.000003
9323	0.000002
9337	0.000002
9341	0.000003
9343	0.000003
9349	0.000002
9371	0.000002
9377	0.000003
9391	0.000003
9397	0.000002
9403	0.000002
9413	0.000003
9419	0.000002
9421	0.000002
9431	0.000003
9433	0.000003
9437	0.000002
9439	0.000002
9461	0.000002
9463	0.000002
9467	0.000003
9473	0.000002
9479	0.000003
9491	0.000002
9497	0.000003
9511	0.000002
9521	0.000002
9533	0.000002
9539	0.000002
9547	0.000003
9551	0.000002
9587	0.000003
9601	0.000002
9613	0.000002
9619	0.000002
9623	0.000002
9629	0.000002
9631	0.000002
9643	0.000002
9649	0.000002
9661	0.000002
9677	0.000003
9679	0.000003
9689	0.000003
9697	0.000002
9719	0.000002
9721	0.000002
9733	0.000003
9739	0.000002
9743	0.000003
9749	0.000002
9767	0.000002
9769	0.000002
9781	0.000002
9787	0.000002
9791	0.000002
9803	0.000002
9811	0.000003
9817	0.000002
9829	0.000003
9833	0.000002
9839	0.000003
9851	0.000003
9857	0.000002
9859	0.000002
9871	0.000002
9883	0.000003
9887	0.000002
9901	0.000002
9907	0.000002
9923	0.000002
9929	0.000002
9931	0.000002
9941	0.000003
9949	0.000002
9967	0.000003
9973	0.000002
10007	0.000002
10009	0.000002
10037	0.000003
10039	0.000002
10061	0.000002
10067	0.000002
10069	0.000003
10079	0.000002
10091	0.000002
10093	0.000002
10099	0.000002
10103	0.000002
10111	0.000002
10133	0.000002
10139	0.000003
10141	0.000002
10151	0.000002
10159	0.000003
10163	0.000002
10169	0.000003
10177	0.000002
10181	0.000003
10193	0.000002
10211	0.000002
10223	0.000002
10243	0.000003
10247	0.000002
10253	0.000003
10259	0.000002
10267	0.000003
10271	0.000002
10273	0.000002
10289	0.000003
10301	0.000002
10303	0.000002
10313	0.000002
10321	0.000003
10331	0.000002
10333	0.000002
10337	0.000002
10343	0.000002
10357	0.000002
10369	0.000002
10391	0.000003
10399	0.000003
10427	0.000002
10429	0.000002
10433	0.000002
10453	0.000002
10457	0.000003
10459	0.000002
10463	0.000003
10477	0.000002
10487	0.000002
10499	0.000002
10501	0.000002
10513	0.000002
10529	0.000003
10531	0.000003
10559	0.000003
10567	0.000003
10589	0.000003
10597	0.000003
10601	0.000003
10607	0.000003
10613	0.000002
10627	0.000002
10631	0.000003
10639	0.000002
10651	0.000003
10657	0.000002
10663	0.000003
10667	0.000003
10687	0.000003
10691	0.000002
10709	0.000003
10711	0.000002
10723	0.000002
10729	0.000002
10733	0.000003
10739	0.000002
10753	0.000002
10771	0.000003
10781	0.000003
10789	0.000001
10799	0.000002
10831	0.000001
10837	0.000002
10847	0.000002
10853	0.000002
10859	0.000001
10861	0.000001
10867	0.000001
10883	0.000001
10889	0.000001
10891	0.000001
10903	0.000002
10909	0.000002
10937	0.000002
10939	0.000001
10949	0.000001
10957	0.000001
10973	0.000001
10979	0.000001
10987	0.000001
10993	0.000002
11003	0.000002
11027	0.000002
11047	0.000002
11057	0.000002
11059	0.000001
11069	0.000001
11071	0.000001
11083	0.000002
11087	0.000001
11093	0.000001
11113	0.000001
11117	0.000002
11119	0.000001
11131	0.000002
11149	0.000001
11159	0.000002
11161	0.000001
11171	0.000001
11173	0.000001
11177	0.000001
11197	0.000001
11213	0.000002
11239	0.000002
11243	0.000001
11251	0.000002
11257	0.000002
11261	0.000001
11273	0.000001
11279	0.000001
11287	0.000001
11299	0.000002
11311	0.000001
11317	0.000002
11321	0.000001
11329	0.000001
11351	0.000002
11353	0.000001
11369	0.000002
11383	0.000002
11393	0.000001
11399	0.000001
11411	0.000002
11423	0.000001
11437	0.000001
11443	0.000001
11447	0.000002
11467	0.000002
11471	0.000001
11483	0.000001
11489	0.000001
11491	0.000001
11497	0.000001
11503	0.000002
11519	0.000001
11527	0.000001
11549	0.000002
11551	0.000002
11579	0.000001
11587	0.000002
11593	0.000002
11597	0.000001
11617	0.000002
11621	0.000001
11633	0.000002
11657	0.000002
11677	0.000002
11681	0.000001
11689	0.000001
11699	0.000002
11701	0.000001
11717	0.000002
11719	0.000002
11731	0.000002
11743	0.000001
11777	0.000001
11779	0.000002
11783	0.000001
11789	0.000001
11801	0.000001
11807	0.000001
11813	0.000001
11821	0.000001
11827	0.000002
11831	0.000001
11833	0.000002
11839	0.000002
11863	0.000001
11867	0.000001
11887	0.000002
11897	0.000002
11903	0.000001
11909	0.000002
11923	0.000002
11927	0.000002
11933	0.000001
11939	0.000002
11941	0.000002
11953	0.000001
11959	0.000002
11969	0.000001
11971	0.000002
11981	0.000002
11987	0.000002
12007	0.000002
12011	0.000001
12037	0.000001
12041	0.000001
12043	0.000001
12049	0.000001
12071	0.000001
12073	0.000001
12097	0.000001
12101	0.000002
12107	0.000001
12109	0.000001
12113	0.000001
12119	0.000001
12143	0.000001
12149	0.000001
12157	0.000002
12161	0.000002
12163	0.000002
12197	0.000001
12203	0.000001
12211	0.000001
12227	0.000002
12239	0.000001
12241	0.000002
12251	0.000002
12253	0.000001
12263	0.000001
12269	0.000001
12277	0.000002
12281	0.000001
12289	0.000002
12301	0.000001
12323	0.000001
12329	0.000002
12343	0.000001
12347	0.000001
12373	0.000001
12377	0.000002
12379	0.000001
12391	0.000002
12401	0.000002
12409	0.000001
12413	0.000001
12421	0.000002
12433	0.000002
12437	0.000001
12451	0.000002
12457	0.000001
12473	0.000002
12479	0.000002
12487	0.000001
12491	0.000001
12497	0.000001
12503	0.000002
12511	0.000001
12517	0.000001
12527	0.000001
12539	0.000002
12541	0.000001
12547	0.000001
12553	0.000001
12569	0.000002
12577	0.000002
12583	0.000002
12589	0.000001
12601	0.000001
12611	0.000001
12613	0.000001
12619	0.000002
12637	0.000001
12641	0.000002
12647	0.000001
12653	0.000002
12659	0.000002
12671	0.000002
12689	0.000002
12697	0.000001
12703	0.000001
12713	0.000001
12721	0.000002
12739	0.000001
12743	0.000002
12757	0.000002
12763	0.000001
12781	0.000001
12791	0.000002
12799	0.000002
12809	0.000002
12821	0.000001
12823	0.000002
12829	0.000002
12841	0.000001
12853	0.000001
12889	0.000001
12893	0.000001
12899	0.000001
12907	0.000002
12911	0.000002
12917	0.000001
12919	0.000001
12923	0.000001
12941	0.000002
12953	0.000001
12959	0.000001
12967	0.000002
12973	0.000001
12979	0.000001
12983	0.000001
13001	0.000001
13003	0.000002
13007	0.000002
13009	0.000002
13033	0.000001
13037	0.000002
13043	0.000001
13049	0.000001
13063	0.000002
13093	0.000001
13099	0.000001
13103	0.000001
13109	0.000001
13121	0.000002
13127	0.000002
13147	0.000001
13151	0.000002
13159	0.000001
13163	0.000002
13171	0.000002
13177	0.000002
13183	0.000002
13187	0.000002
13217	0.000002
13219	0.000001
13229	0.000001
13241	0.000002
13249	0.000001
13259	0.000002
13267	0.000001
13291	0.000002
13297	0.000002
13309	0.000001
13313	0.000002
13327	0.000002
13331	0.000001
13337	0.000001
13339	0.000002
13367	0.000002
13381	0.000001
13397	0.000001
13399	0.000002
13411	0.000001
13417	0.000001
13421	0.000001
13441	0.000002
13451	0.000002
13457	0.000002
13463	0.000001
13469	0.000002
13477	0.000001
13487	0.000001
13499	0.000002
13513	0.000002
13523	0.000002
13537	0.000001
13553	0.000001
13567	0.000002
13577	0.000002
13591	0.000001
13597	0.000001
13613	0.000002
13619	0.000002
13627	0.000001
13633	0.000002
13649	0.000002
13669	0.000001
13679	0.000001
13681	0.000001
13687	0.000002
13691	0.000001
13693	0.000002
13697	0.000002
13709	0.000002
13711	0.000001
13721	0.000001
13723	0.000002
13729	0.000002
13751	0.000001
13757	0.000001
13759	0.000002
13763	0.000002
13781	0.000002
13789	0.000002
13799	0.000002
13807	0.000002
13829	0.000002
13831	0.000001
13841	0.000001
13859	0.000002
13873	0.000001
13877	0.000001
13879	0.000002
13883	0.000001
13901	0.000001
13903	0.000002
13907	0.000002
13913	0.000002
13921	0.000002
13931	0.000002
13933	0.000001
13963	0.000002
13967	0.000002
13997	0.000001
13999	0.000002
14009	0.000002
14011	0.000002
14029	0.000001
14033	0.000002
14051	0.000002
14057	0.000002
14071	0.000002
14081	0.000002
14083	0.000001
14087	0.000001
14107	0.000002
14143	0.000002
14149	0.000001
14153	0.000002
14159	0.000001
14173	0.000002
14177	0.000001
14197	0.000002
14207	0.000002
14221	0.000002
14243	0.000001
14249	0.000002
14251	0.000001
14281	0.000001
14293	0.000001
14303	0.000002
14321	0.000001
14323	0.000002
14327	0.000001
14341	0.000001
14347	0.000001
14369	0.000002
14387	0.000001
14389	0.000002
14401	0.000002
14407	0.000002
14411	0.000002
14419	0.000001
14423	0.000001
14431	0.000001
14437	0.000001
14447	0.000001
14449	0.000002
14461	0.000002
14479	0.000001
14489	0.000001
14503	0.000002
14519	0.000001
14533	0.000002
14537	0.000002
14543	0.000002
14549	0.000001
14551	0.000002
14557	0.000002
14561	0.000002
14563	0.000002
14591	0.000002
14593	0.000001
14621	0.000002
14627	0.000002
14629	0.000001
14633	0.000002
14639	0.000001
14653	0.000001
14657	0.000002
14669	0.000002
14683	0.000001
14699	0.000002
14713	0.000002
14717	0.000002
14723	0.000001
14731	0.000001
14737	0.000001
14741	0.000001
14747	0.000002
14753	0.000002
14759	0.000002
14767	0.000002
14771	0.000002
14779	0.000001
14783	0.000001
14797	0.000001
14813	0.000002
14821	0.000001
14827	0.000001
14831	0.000001
14843	0.000001
14851	0.000002
14867	0.000001
14869	0.000002
14879	0.000002
14887	0.000002
14891	0.000001
14897	0.000001
14923	0.000001
14929	0.000002
14939	0.000002
14947	0.000001
14951	0.000001
14957	0.000002
14969	0.000001
14983	0.000002
15013	0.000002
15017	0.000002
15031	0.000002
15053	0.000002
15061	0.000002
15073	0.000001
15077	0.000001
15083	0.000002
15091	0.000001
15101	0.000001
15107	0.000002
15121	0.000002
15131	0.000002
15137	0.000002
15139	0.000001
15149	0.000001
15161	0.000001
15173	0.000001
15187	0.000002
15193	0.000001
15199	0.000001
15217	0.000002
15227	0.000001
15233	0.000002
15241	0.000001
15259	0.000001
15263	0.000002
15269	0.000001
15271	0.000002
15277	0.000002
15287	0.000001
15289	0.000002
15299	0.000001
15307	0.000002
15313	0.000002
15319	0.000002
15329	0.000002
